CompanyName,Address,Phone,Email,link
Civic Saving & Credit Cooperative Ltd.,"lazimpath , kathmandu",014444800,civicmulti@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/civic-saving-&-credit-cooperative-ltd.
Pathibhara Saving & Credit cooperative Ltd.,lagankhel  lalitpur,015555598,pathivara167@hotmail.com,https://www.sahakariakhabar.com/cooperative-directory/pathibhara-saving-&-credit-cooperative-ltd.
Touch Stone Saving & Credit Cooperative Ltd.,mahaboudha  kathmandu,014150662,touchstonecooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/touch-stone-saving-&-credit-cooperative-ltd.
Muna Saving & Credit Cooperative Ltd.,"jaidakot ,nawalparasi",078501376,munasaccos2076@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/muna-saving-&-credit-cooperative-ltd.
Shuva ratna Saving & Credit cooperative Ltd.,"padajugi,kamal-5 jhapa",023580966,shubharatna.saccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shuva-ratna-saving-&-credit-cooperative-ltd.
Himchuli Saving & Credit Cooperative Ltd.,nayabazar Gorkha,064420724,himchulisaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/himchuli-saving-&-credit-cooperative-ltd.
Subharambha Saving & Credit Cooperative Ltd.,janakpur dhanusha,041528531,subharambha123saccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/subharambha-saving-&-credit-cooperative-ltd.
Unity Saving & Credit  Cooperative Ltd.+,nepalgunj-2 bake,081530863,unitysaccos66@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/unity-saving-&-credit-cooperative-ltd.+
Namaste Saving & Credit Cooperative Ltd.,banepa-8 kavrepalanchowk,011664755,namastesacoss11@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/namaste-saving-&-credit-cooperative-ltd.
District  Saving & Credit Cooperative Ltd,"hetauda ,makwanpur",057521172,mdsccu@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/district-saving-&-credit-cooperative-ltd
Yuva krishak Saving & Credit Cooperative Ltd,"satungal,-5 kathmandu",014316569,yuvakrishak2006@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/yuva-krishak-saving-&-credit-cooperative-ltd
Royal Saving & Credit Cooperative Ltd.,janakpur dhanusha,041590202,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/royal-saving-&-credit-cooperative-ltd.
Chameli Saving & Credit Cooperative Ltd.,"ishworpur-6,bayalbas,sarlahi",046575065,chamelisaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/chameli-saving-&-credit-cooperative-ltd.
Ideal Saving & Credit Cooperative Ltd .,rajbiraj-4 saptari,031531399,idealcooperativejb@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/ideal-saving-&-credit-cooperative-ltd-.
Tripura Mahila Saving & Credit Cooperative Ltd.,bhimeshwor -2 dolakha,9844406460,tripurawoman@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/tripura-mahila-saving-&-credit-cooperative-ltd.
Milansar Saving & Credit Cooperative Ltd.,gothatar-2 kathmandu,014992997,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/milansar-saving-&-credit-cooperative-ltd.
Sunddarbazar Multipurpose  Cooperative Ltd.,"sundarbazar-7,lamjung",066402074,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sunddarbazar-multipurpose-cooperative-ltd.
Kriti Saving & Credit Cooperative Ltd.,"banepa-6, kavrepalanchowk",661034,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kriti-saving-&-credit-cooperative-ltd.
Sumeru  Saving & Credit cooperative Ltd.,pulchowk   Lalitpur,015455550,sumeru.pulchowk@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sumeru-saving-&-credit-cooperative-ltd.
Lalitpur District Federation of  Saving & Credit Cooperative  Ltd.,lagankhel -5 Lalitpur,015553007,federation.lalitpur@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/lalitpur-district-federation-of-saving-&-credit-cooperative-ltd.
Darpan Saving & Credit Cooperative Ltd.,patan lalitpur,011428963,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/darpan-saving-&-credit-cooperative-ltd.
Aviyan Saviing & Credit  Cooperative Ltd.,"bharatpur ,chitwan",056525455,aviyan.sahakari@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/aviyan-saviing-&-credit-cooperative-ltd.
Janajagriti Saving & Credit Cooperative Ltd.,lazimpat-2 kathmandu,014439552,janajagriticooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/janajagriti-saving-&-credit-cooperative-ltd.
Suryaganja Saving & Credit Cooperative  Ltd,bardaghat -4 nawalparasi,078580799,suryaganga2063@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/suryaganja-saving-&-credit-cooperative-ltd
Upaya Saving & Credit Cooperative Ltd.,banepa -7  kavrepalanchok,011665388,upayasaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/upaya-saving-&-credit-cooperative-ltd.
Pacharati Saving & Credit Cooperative Ltd.,"budauli ,chitwan",056582856,pacharatibachat@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/pacharati-saving-&-credit-cooperative-ltd.
Pasupati Saving & Credit Cooperative ltd,"suryabinayakchowk,katunje,bhaktapur",016620610,pasupatisaccos551@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/pasupati-saving-&-credit-cooperative-ltd
Sirjanatmak Saving & Credit cooperative Ltd.,sundarbazar lamjung,066400035,sirjanatmaksaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sirjanatmak-saving-&-credit-cooperative-ltd.
Tirupati Saving & Credit Cooperative Ltd.,patharisanichare -1[shikhar chowk ] morang,021555633,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/tirupati-saving-&-credit-cooperative-ltd.
Srijanatmak Saving &Credit Cooperative Ltd.,"sundarbazar-9 bhoteodar ,srijanachowk, lamjung",06640035,srijanatmaksaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/srijanatmak-saving-&credit-cooperative-ltd.
Paila Multipurpose Cooperative Ltd.,"kundahar, pokhara",061531038,pailamcl13@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/paila-multipurpose-cooperative-ltd.
Sana Kisan Saving & Credit Cooperative Ltd.,maduban-4 bardiya,084441010,sfacl064dhodhary@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sana-kisan-saving-&-credit-cooperative-ltd.
Shree Durga Saving & Credit Cooperative Ltd.,"kumaripati,lalitpur",015531430,shree.durga037@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shree-durga-saving-&-credit-cooperative-ltd.
Upakar Saving & Credit Cooperative Ltd.,madhepur thimi -6 bahakbajar bhaktapur,016633643,upakarsaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/upakar-saving-&-credit-cooperative-ltd.
Upasana Mahila Saving & Credit Cooperative Ltd.,Sitapaila -4 Kathmandu,014034640,upasanacoops@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/upasana-mahila-saving-&-credit-cooperative-ltd.
Tewa Multipurpose Cooperative Ltd.,"tewachok,hattiban,lalitpur",5250742,tewacooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/tewa-multipurpose-cooperative-ltd.
Anjali Saving & Credit Cooperative Ltd.,"swambhu, kathmandu",015247300,info@anjalisc.com.np,https://www.sahakariakhabar.com/cooperative-directory/anjali-saving-&-credit-cooperative-ltd.
Apariharya Multipurpose Cooperative Ltd.,kalimati -13 kathmandu,014274657,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/apariharya-multipurpose-cooperative-ltd.
Sunshine Laxmi Multipurpose Cooperartive Ltd.,"nagaarjun-4 sitapaila,kathmandu",014033154,sunshine.laxmi07@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sunshine-laxmi-multipurpose-cooperartive-ltd.
Sinarji Multipurpose Cooperative Ltd.,jitpur kapilbastu,076550163,synergycoop@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/sinarji-multipurpose-cooperative-ltd.
Nawajagaran Saving & Credit Cooperative Ltd.,manthali municipality -1 ramechhap,048540380,nawajagaransaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/nawajagaran-saving-&-credit-cooperative-ltd.
laliguransh  Saving & Credit Cooperative Ltd.,belbari-3 morang,021434239,laliguranshsaccos@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/laliguransh-saving-&-credit-cooperative-ltd.
Gramin Saving & Credit Cooperative Ltd.,Sarada municipality -2 salyan,088520244,salyangramin@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/gramin-saving-&-credit-cooperative-ltd.
Ekikrit Friendship Saving & Credit Cooperative Ltd.,jiri municipality-5 dolakha,049400044,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/ekikrit-friendship-saving-credit-cooperative-ltd
Comfort Saving & Credit Cooperative Ltd.,nayabazar-16 kathmandu,014951511,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/comfort-saving-&-credit-cooperative-ltd.
Deukhuri Saving & Credit Cooperative Ltd.,"sishaniya ,dang",082402015,deukhurisaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/deukhuri-saving-&-credit-cooperative-ltd.
Arthaganesh Saving & Credit Cooperative Ltd.,fullbari chitwan,056591040,arethaganeshcooperatyive@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/arthaganesh-saving-&-credit-cooperative-ltd.
Mansarobar Saving & Credit Cooperative Ltd.,kathmandu,014598632,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/mansarobar-saving-&-credit-cooperative-ltd.
gokarna Saving & Credit Cooperative Ltd.,boudha kathmandu,014494829,info@gokarnasaving.com,https://www.sahakariakhabar.com/cooperative-directory/gokarna-saving-&-credit-cooperative-ltd.
Janata Saving & Credit Cooperative Ltd.,"surya binayak-4 chitrapur,bhaktapur",6633895,janata.sccl@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/janata-saving-&-credit-cooperative-ltd.
District Cooperative Union Ltd.,mahalaxmisthan lalitpur,5522381,dculalitpur@hotmail.com,https://www.sahakariakhabar.com/cooperative-directory/district-cooperative-union-ltd.
Sankha Binayak  Saving & Credit Cooperative Ltd.,"sankhamul, new baneshwor ,kathmandu",014795150,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sankha-binayak-saving-&-credit-cooperative-ltd.
Petku Krisi Cooperative Ltd.,petku sindhupalchwok,011582696,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/petku-krisi-cooperative-ltd.
Manashiv Multipurpose Cooperative Ltd.,"surya binayak -8, jagati,bhaktapur",016620441,mmc.cooperative226@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/manashiv-multipurpose-cooperative-ltd.
Mega Dream Multipurpose Ltd.,"balagu -16 maxapokhari ,kathmandu",014381615,megadream.saccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/mega-dream-multipurpose-ltd.-1
Hamro Saving & Credit Cooperative Ltd.,lagankhel  lalitpur,015545229,info@hamrosaccos.coop.np,https://www.sahakariakhabar.com/cooperative-directory/hamro-saving-&-credit-cooperative-ltd.-1
Sworgadwari Saving & Credit Cooperative Ltd.,banepa kavrepalanchowk,011528963,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sworgadwari-saving-&-credit-cooperative-ltd.
Chandeshwori Saving & Credit Cooperative Ltd.,banepa-8 kavrepalanchowk,011662914,chandibachat@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/chandeshwori-saving-&-credit-cooperative-ltd.
Mini Ganesh Saving & Credit Cooperative Ltd.,"Newroad, Kathmandu Nepal",015713082,mgsc66@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/mini-ganesh-saving-&-credit-cooperative-ltd.
Abhiruchi Saving & Credit Cooperative Ltd.,bhairahawa,071587535,abhiruchi.cooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/abhiruchi-saving-&-credit-cooperative-ltd.
Pragyan Saving & Credit Cooperative Ltd.,balambu-6 kathmandu,014316725,pragyansaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/pragyan-saving-&-credit-cooperative-ltd.
Bijeta Multipurpose Cooperative Ltd.,nayabazar-16 kathmandu,014358962,bijetamultipurposecoop@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bijeta-multipurpose-cooperative-ltd
Shubhaprava Saving & Credit Cooperative Ltd.,"Chabil ,chuchepati ,kathmandu",014461327,shubhaprava.cop@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shubhaprava-saving-&-credit-cooperative-ltd.
Tribeni Saving & Credit Cooperative Ltd.,sandhikharka  argahakhachi,0661442266,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/tribeni-saving-&-credit-cooperative-ltd.
Sathi Saving & Credit Cooperative Ltd.,sandhikharka ardhakhachi,077420478,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sathi-saving-&-credit-cooperative-ltd.
Jayalaxmi Saving & Credit Cooperative Ltd.,pokhara kaski,061525382,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/jayalaxmi-saving-&-credit-cooperative-ltd.
Niyoj Multipurpose Coopeerative Ltd.,dhalate bhaktapur,015092133,multipurposeniroj@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/niyoj-multipurpose-coopeerative-ltd.
Tejaswini Saving & Credit Cooperative Ltd.,"mulpani ,kathmandu",014153776,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/tejaswini-saving-&-credit-cooperative-ltd.
Pragati Saving & Credit Cooperative Ltd.,tharmare salyan,088412026,prajati0532@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/pragati-saving-&-credit-cooperative-ltd.
Sukha Sambriddhi  Saving & Credit  Cooperative Ltd.,boudha kathmandu,014913860,sukhasambriddhi@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sukha-sambriddhi-saving-&-credit-cooperative-ltd.
Shankadhar saving & credit cooperative ltd,Thimi  bhaktapur,5093507,shankadharsaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shankadhar-saving-&-credit-cooperative-ltd
Kamalnayan Multipurpose Coopeerative Ltd.,Lagenkhel-5  Lalitpur,015553468,kamalnayan2074@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/kamalnayan-multipurpose-coopeerative-ltd.
Manakamana Saving & Credit Cooperative Ltd.,patharisanishchare morang,021555224,manakamanasaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/manakamana-saving-&-credit-cooperative-ltd.
Laxmi Mahila  Saving & Credit Cooperative Ltd,panauti -5 chaukot kavrepalanchowk,011662628,laxmisaccos@hotmail.com,https://www.sahakariakhabar.com/cooperative-directory/laxmi-mahila-saving-&-credit-cooperative-ltd
Nilgiri Saving & Credit cooperative Ltd.,Khairahani -8 chitwan,056583092,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/nilgiri-saving-&-credit-cooperative-ltd.
Narayadi Saving & Credit cooperative Ltd.,pasupatinagar-hetauda-makwanpur,046412074,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/narayadi-saving-&-credit-cooperative-ltd.
scope saving & credity cooperative ltd,saugal lalitpur,015546253,scopesaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/scope-saving-&-credity-cooperative-ltd
Basti Bikas Saving & Credit Cooperative Ltd.,basanta chowk jhapa,023582659,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/basti-bikas-saving-&-credit-cooperative-ltd.
Dhanush Saving & Credit Cooperative Ltd.,new road darbarpark,061534509,dhanushsaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/dhanush-saving-&-credit-cooperative-ltd.
Shakti saving & Credit Cooperative Ltd.,banepa -10 kavrepaanchok,011662833,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/shakti-saving-&-credit-cooperative-ltd.
Punyabhumi Saving & Credit Cooperative Ltd.,old baneshwor kathmandu,014488660,punyabhumisaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/punyabhumi-saving-&-credit-cooperative-ltd.
Real Gorkha Saving & Credit Cooperative  Ltd.,teenkune kathmandu,015192070,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/real-gorkha-saving-&-credit-cooperative-ltd.
Sarbeshwori Agriculture Cooperative Ltd.,damak-6 jhapa,023581595,sarbeshwori1@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sarbeshwori-agriculture-cooperative-ltd.
Bagmati saving & credit cooperative ltd,banepa-7 kavrepalanchowk,011665368,bagmatiproscun@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bagmati-saving-&-credit-cooperative-ltd
Laxmi Saving & Credit Cooperative Ltd.,Barahisthan -4 bhaktapur,016613762,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/laxmi-saving-&-credit-cooperative-ltd.
Unnat Saving & Credit cooperative Ltd.,kalaiya -5 bara,053551903,info@unnatsahakari.com,https://www.sahakariakhabar.com/cooperative-directory/unnat-saving-&-credit-cooperative-ltd.
Barah  Saving & Credit Cooperative Ltd.,dharan-12 sunsari,025531222,barahbachat@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/barah-saving-&-credit-cooperative-ltd.
Kalika Saving & credit  Cooperative Ltd.,inaruwa -4 sunsari,9800957601,kalikainw@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/kalika-saving-&-credit-cooperative-ltd.
Akshetya Saving & Credit  Cooperative Ltd.,boudha -6 tusalchowk,014479595,akshatasaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/akshetya-saving-&-credit-cooperative-ltd.
Ideal Yamuna Multipurpose Cooperative Ltd.,sukedhara kathmandu,01437862,iycorparate076@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/ideal-yamuna-multipurpose-cooperative-ltd.
NIST Saving & Credit Cooperative Ltd.,lainchour-26 kathmandu,014433672,nistsahakari@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/nist-saving-&-credit-cooperative-ltd.
Shwet Bhairav & Credit Cooperative Ltd.,Chikamugal -23 kathmandu,014240054,shwetbhairavs@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shwet-bhairav-&-credit-cooperative-ltd.
Prerak Saving & Credit Cooperative Ltd.,bhaktapur,016620918,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/prerak-saving-&-credit-cooperative-ltd.-1
Lalupate Multipurpose Cooperative Ltd.,chabil sworshiti nagar kathmandu,014810085,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/lalupate-multipurpose-cooperative-ltd.
Lakshya Saving & Credit Cooperative Ltd.,dudhpati-1 bhaktapur,6612275,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/lakshya-saving-&-credit-cooperative-ltd.
Jilla Sahakari Saving & Credit Cooperative Ltd.,"charikot ,dolkha",049421200,dcudolakha@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/jilla-sahakari-saving-&-credit-cooperative-ltd.
Jagruk Saving & Credit Cooperative Ltd.,"Biratnagar, Moranj",021436236,saccos.jagarukbrt514@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/jagruk-saving-&-credit-cooperative-ltd.
Hamro Saving & Credit Cooperative Ltd.,"bandipur, dumre, tanahu",065580200,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/hamro-saving-&-credit-cooperative-ltd.
Budol Samudayek Saving & Credit Cooperative Ltd.,banepa -6 budol banepa,011660564,info@budol.coop.np,https://www.sahakariakhabar.com/cooperative-directory/budol-samudayek-saving-&-credit-cooperative-ltd.
Ananta Multipurpose  Cooperative Ltd.,"surya binayak , bhaktapur",014875952,anantasaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/ananta-multipurpose-cooperative-ltd.
Anamol Multipurpose Cooperative Ltd.,"birendrachowk manohara,kathmandu",014991149,anamolsaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/anamol-multipurpose-cooperative-ltd.
Nateshwor Saving & Credit Cooperative Ltd.,"satunjal, kathmandu",014315660,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/nateshwor-saving-&-credit-cooperative-ltd.
Bharosha Multipurpose Cooperative Ltd.,"old baneshwor ,kathmandu",014465386,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/bharosha-multipurpose-cooperative-ltd.
Tirtha Savinng & credit cooperative Ltd.,"chabil,kathmandu",014490638,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/tirtha-savinng-&-credit-cooperative-ltd.
Nageshwori Saving & Credit Cooperative Ltd.,"house no.463/8 first floor ,paknajol-16 kathmandu",014252453,snowair4u@enet.com.np,https://www.sahakariakhabar.com/cooperative-directory/nageshwori-saving-&-credit-cooperative-ltd.
Nagdaha Saving & Credit Cooperative Ltd.,"Gokarneshwor -7 daxin dokha , kathmandu",014911176,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/nagdaha-saving-&-credit-cooperative-ltd.
Sakchyam Sanjal Sasving & Credit Cooperative Ltd.,"Gokarneshwor -8 Jorpati, kathmandu",014911418,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sakchyam-sanjal-sasving-&-credit-cooperative-ltd.
Natural Saving &  Credit Cooperative Ltd.,"Gokarneshwor -6 Jorpati, kathmandu",014917109,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/natural-saving-&-credit-cooperative-ltd.
Navajat  Saving & Credit Cooperative Ltd.,"kathmandu-32 ,Sworshiti chowk ,",016209209,navajatcoop@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/navajat-saving-&-credit-cooperative-ltd.
Anmol Saving & Credit Cooperative Ltd.,"sipadol-1 suryabinayak,bhaktapur",016619573,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/anmol-saving-&-credit-cooperative-ltd.
Bhirkuti Multipurpose Cooperative Ltd.,"new baneshwor, kathmandu",014104261,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bhirkuti-multipurpose-cooperative-ltd.
Nawakantipur Multipurpose Cooperative Ltd.,"battisputali,kathmandu",014498801,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/nawakantipur-multipurpose-cooperative-ltd.
Abhilekh Saving & Credit Cooperative Ltd.,"gurjudhara ,balambu,kathmandu",014316789,abhilekhsaccos69@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/abhilekh-saving-&-credit-cooperative-ltd.
Abashek Saving & Credit Cooperative Ltd.,chabil-7 kathmandu,014496693,asccl2066@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/abashek-saving-&-credit-cooperative-ltd.
Shree Nabin  Multipurpose Cooperative Ltd.,thankot-6 kathmandu,014311482,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shree-nabin-multipurpose-cooperative-ltd.
Navarash Saving & Credit Cooperative Ltd.,kathmandu -7 chabil,014479027,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/navarash-saving-&-credit-cooperative-ltd.
Uttar Bahini  Multipurpose Cooperative Ltd.,Gokarneshwor -7 kathmandu,014800993,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/uttar-bahini-multipurpose-cooperative-ltd.
Mitra Malashree Saving & Credit Cooperative Ltd.,"kattubahal,chabil-7 kathmandu",014482370,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/mitra-malashree-saving-&-credit-cooperative-ltd.
Agamya Multipurpose Cooperative Ltd.,"maitidevi,kathmandu",014420027,agamya2074@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/agamya-multipurpose-cooperative-ltd.
Himali Multipurpose Cooperative Ltd .,chabil kathmandu,012072584,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/himali-multipurpose-cooperative-ltd-.
Shree Nityanath Saving & Credit Cooperative Ltd.,"phaping,kathmandu",014710290,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shree-nityanath-saving-&-credit-cooperative-ltd.
Sakchhyam Saving & Credit Cooperative Ltd.,Budanilakantha -12 kapan kathmandu,014820800,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sakchhyam-saving-&-credit-cooperative-ltd.
Anandapur Saving & Credit Cooperative Ltd.,daxi-7 thali kathmandu,014450548,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/anandapur-saving-&-credit-cooperative-ltd.
Jayahos Saving & Credit Cooperative Ltd.,pako newroad  kathmandu,016910216,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/jayahos-saving-&-credit-cooperative-ltd.
Zest Saving & Credit Cooperative Ltd.,"gongabu chowk , kathmandu",014388561,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/zest-saving-&-credit-cooperative-ltd.-1
Zest Ideology  Saving & Credit Cooperative Ltd.,"mahalaxmi complex , khichapokhari ,newroad kathmandu",014264664,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/zest-ideology-saving-&-credit-cooperative-ltd.
Uttperena Saving & Credit Cooperative Ltd .,"Tokha , ghormahakal kathmandu",015127150,uttperna@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/uttperena-saving-&-credit-cooperative-ltd-.
Unique Saving & Credit Cooperative Ltd.,lalitpur-1 kapandol,5525941,info@uniquesaving.com.np,https://www.sahakariakhabar.com/cooperative-directory/unique-saving-&-credit-cooperative-ltd.
Tokha Friendship Saving & Credit Cooperative Ltd.,tokha -4 kathmandu,014856974,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/tokha-friendship-saving-&-credit-cooperative-ltd.
Thankot Mahila Jagaran  Saving & Credit Cooperative Ltd.,Thankot -8 kathmandu,014315654,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/thankot-mahila-jagaran-saving-&-credit-cooperative-ltd.
Thankot Multipurpose Cooperative Ltd.,"thankot, kathmandu",01325632,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/thankot-multipurpose-cooperative-ltd.
Tapaiko Hamro  Multipurpose  Cooperative Ltd.,"chandragiri-14 nayanaikap, kathmandu",014316000,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/tapaiko-hamro-multipurpose-cooperative-ltd.
Symbolic Saviung & Credit Cooperative Ltd .,kathmandu-35 jadibuti,015149007,symbolicsaving3469@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/symbolic-saviung-&-credit-cooperative-ltd-.
Sundarimai  Saving & Credit Cooperative Ltd.,"nayapati sundarijal,kathmandu",014800716,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sundarimai-saving-&-credit-cooperative-ltd.
Sijal Saving &  Credit Coopereative Ltd.,kalimati kathmandu,014852962,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sijal-saving-&-credit-coopereative-ltd.
Shree Om Saving & Credit Cooperative Ltd.,chabil-7 kathmandu,012054194,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shree-om-saving-&-credit-cooperative-ltd.
Shivashree Multipurpose Cooperative Ltd.,Anamnagar kathmandu,014771177,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shivashree-multipurpose-cooperative-ltd
