CompanyName,Address,AddressLang,Phone,Email,Link,province
Smarika Saving & Credit Cooperative Ltd.,banasthali kathmandu,English,15903162,smarikasaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/smarika-saving-&-credit-cooperative-ltd.,Bagmati
Sahas Multipurpose Cooperative Ltd.,pokhara-5 kaski,English,61419128,sahasmultipurpose@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sahas-multipurpose-cooperative-ltd.,Gandaki
Gandak Saving & Credit Cooperative Ltd.,"pokhara-17,berauta,kaski",English,61467961,gandaksahakari17@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/gandak-saving-&-credit-cooperative-ltd.,Gandaki
Golden Saving & Credit Coopeerative Ltd.,pokhara-8 kaski,English,69538567,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/golden-saving-&-credit-coopeerative-ltd.,Gandaki
Capital Saving & Credit Cooperative Ltd.,lagankhel -12 lalitpur,English,5522498,capitalsaving1@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/capital-saving-&-credit-cooperative-ltd.,Bagmati
Synergy Saving & Credit Cooperative Ltd.,lagankhel  lalitpur,English,15193331,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/synergy-saving-&-credit-cooperative-ltd.,Bagmati
Aadhunik Saving & Credit Cooperative Ltd.,"mechinajar-6 kakarvitta , jhapa",English,23563632,adhunikcoop@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/aadhunik-saving-&-credit-cooperative-ltd.,Koshi
Sarbocha  Bikas Saving & Credit Cooperative Ltd.,chabil-7 kathmandu,English,14562377,supremecooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sarbocha-bikas-saving-&-credit-cooperative-ltd.,Bagmati
Shree Gaura Saving & Credit Cooperative Ltd.,"prithivi basti , kanchanpur",English,99422009,gaurasaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shree-gaura-saving-&-credit-cooperative-ltd.,Sudurpashchim
Shree kamidada Saving & Credit Cooperative Ltd.,"bethanchowk gaupalika-5, kamidada",English,16225577,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/shree-kamidada-saving-&-credit-cooperative-ltd.,Unknown
Kamana Saving & Credit Cooperative Ltd.,"chitwan,kathmandu",English,77584589,savingkamana01@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/kamana-saving-&-credit-cooperative-ltd.,Bagmati
Simal Saving & Credit Cooperative Ltd.,surya binayak-10 bhaktapur,English,16540787,simalsacos@hotmail.com,https://www.sahakariakhabar.com/cooperative-directory/simal-saving-&-credit-cooperative-ltd.,Bagmati
Barun Saving & Credit Cooperative Ltd.,dharan-8 sunsari,English,25533942,barunsaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/barun-saving-&-credit-cooperative-ltd.,Koshi
Bright Saving & Credit Cooperative Ltd.,"bagbazar, kathmandu",English,14239584,brightsaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bright-saving-&-credit-cooperative-ltd.,Bagmati
Sahara Saving & Credit Cooperative Ltd.,"siddhipur,lalitpur",English,15709163,saharasavingandcredit@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sahara-saving-&-credit-cooperative-ltd.-1,Bagmati
Gyan jyoti Mahila  uthan Saving & Credit Cooperative Ltd.,"sankhamul-31,kathmandu",English,15242312,gyanjyotisaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/gyan-jyoti-mahila-uthan-saving-credit-cooperative-ltd,Bagmati
Saccos Aawaj  cooperative ltd.,Panuti  kavrepalanchowk,English,14780201,nefscun@nefscun.org.np,https://www.sahakariakhabar.com/cooperative-directory/saccos-aawaj-cooperative-ltd.,Bagmati
Hans Multipurpose Cooperative Ltd,narayangad chitwan,English,56522725,hanscoopeerative@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/hans-multipurpose-cooperative-ltd,Bagmati
Buddhatwo Muultipurpose Cooperative Ltd.,,English,15333633,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/buddhatwo-muultipurpose-cooperative-ltd.,Unknown
Sangam Multipurpose Cooperative Ltd.,"uttariya, kailali",English,91550580,sangamagr245@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sangam-multipurpose-cooperative-ltd.,Sudurpashchim
Civic Saving & Credit Cooperative Ltd.,"lazimpath , kathmandu",English,14444800,civicmulti@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/civic-saving-&-credit-cooperative-ltd.,Bagmati
Pathibhara Saving & Credit cooperative Ltd.,lagankhel  lalitpur,English,15555598,pathivara167@hotmail.com,https://www.sahakariakhabar.com/cooperative-directory/pathibhara-saving-&-credit-cooperative-ltd.,Bagmati
Touch Stone Saving & Credit Cooperative Ltd.,mahaboudha  kathmandu,English,14150662,touchstonecooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/touch-stone-saving-&-credit-cooperative-ltd.,Bagmati
Muna Saving & Credit Cooperative Ltd.,"jaidakot ,nawalparasi",English,78501376,munasaccos2076@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/muna-saving-&-credit-cooperative-ltd.,Bagmati
Shuva ratna Saving & Credit cooperative Ltd.,"padajugi,kamal-5 jhapa",English,23580966,shubharatna.saccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shuva-ratna-saving-&-credit-cooperative-ltd.,Koshi
Himchuli Saving & Credit Cooperative Ltd.,nayabazar Gorkha,English,64420724,himchulisaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/himchuli-saving-&-credit-cooperative-ltd.,Gandaki
Subharambha Saving & Credit Cooperative Ltd.,janakpur dhanusha,English,41528531,subharambha123saccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/subharambha-saving-&-credit-cooperative-ltd.,Madhesh
Unity Saving & Credit  Cooperative Ltd.+,nepalgunj-2 bake,English,81530863,unitysaccos66@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/unity-saving-&-credit-cooperative-ltd.+,Lumbini
Namaste Saving & Credit Cooperative Ltd.,banepa-8 kavrepalanchowk,English,11664755,namastesacoss11@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/namaste-saving-&-credit-cooperative-ltd.,Bagmati
District  Saving & Credit Cooperative Ltd,"hetauda ,makwanpur",English,57521172,mdsccu@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/district-saving-&-credit-cooperative-ltd,Bagmati
Yuva krishak Saving & Credit Cooperative Ltd,"satungal,-5 kathmandu",English,14316569,yuvakrishak2006@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/yuva-krishak-saving-&-credit-cooperative-ltd,Bagmati
Royal Saving & Credit Cooperative Ltd.,janakpur dhanusha,English,41590202,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/royal-saving-&-credit-cooperative-ltd.,Madhesh
Chameli Saving & Credit Cooperative Ltd.,"ishworpur-6,bayalbas,sarlahi",English,46575065,chamelisaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/chameli-saving-&-credit-cooperative-ltd.,Madhesh
Ideal Saving & Credit Cooperative Ltd .,rajbiraj-4 saptari,English,31531399,idealcooperativejb@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/ideal-saving-&-credit-cooperative-ltd-.,Madhesh
Tripura Mahila Saving & Credit Cooperative Ltd.,bhimeshwor -2 dolakha,English,9844406460,tripurawoman@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/tripura-mahila-saving-&-credit-cooperative-ltd.,Bagmati
Milansar Saving & Credit Cooperative Ltd.,gothatar-2 kathmandu,English,14992997,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/milansar-saving-&-credit-cooperative-ltd.,Bagmati
Sunddarbazar Multipurpose  Cooperative Ltd.,"sundarbazar-7,lamjung",English,66402074,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sunddarbazar-multipurpose-cooperative-ltd.,Gandaki
Kriti Saving & Credit Cooperative Ltd.,"banepa-6, kavrepalanchowk",English,661034,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/kriti-saving-&-credit-cooperative-ltd.,Bagmati
Sumeru  Saving & Credit cooperative Ltd.,pulchowk   Lalitpur,English,15455550,sumeru.pulchowk@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sumeru-saving-&-credit-cooperative-ltd.,Bagmati
Lalitpur District Federation of  Saving & Credit Cooperative  Ltd.,lagankhel -5 Lalitpur,English,15553007,federation.lalitpur@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/lalitpur-district-federation-of-saving-&-credit-cooperative-ltd.,Bagmati
Darpan Saving & Credit Cooperative Ltd.,patan lalitpur,English,11428963,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/darpan-saving-&-credit-cooperative-ltd.,Bagmati
Aviyan Saviing & Credit  Cooperative Ltd.,"bharatpur ,chitwan",English,56525455,aviyan.sahakari@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/aviyan-saviing-&-credit-cooperative-ltd.,Bagmati
Janajagriti Saving & Credit Cooperative Ltd.,lazimpat-2 kathmandu,English,14439552,janajagriticooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/janajagriti-saving-&-credit-cooperative-ltd.,Bagmati
Suryaganja Saving & Credit Cooperative  Ltd,bardaghat -4 nawalparasi,English,78580799,suryaganga2063@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/suryaganja-saving-&-credit-cooperative-ltd,Bagmati
Upaya Saving & Credit Cooperative Ltd.,banepa -7  kavrepalanchok,English,11665388,upayasaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/upaya-saving-&-credit-cooperative-ltd.,Bagmati
Pacharati Saving & Credit Cooperative Ltd.,"budauli ,chitwan",English,56582856,pacharatibachat@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/pacharati-saving-&-credit-cooperative-ltd.,Bagmati
Pasupati Saving & Credit Cooperative ltd,"suryabinayakchowk,katunje,bhaktapur",English,16620610,pasupatisaccos551@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/pasupati-saving-&-credit-cooperative-ltd,Bagmati
Sirjanatmak Saving & Credit cooperative Ltd.,sundarbazar lamjung,English,66400035,sirjanatmaksaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sirjanatmak-saving-&-credit-cooperative-ltd.,Gandaki
Tirupati Saving & Credit Cooperative Ltd.,patharisanichare -1[shikhar chowk ] morang,English,21555633,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/tirupati-saving-&-credit-cooperative-ltd.,Koshi
Srijanatmak Saving &Credit Cooperative Ltd.,"sundarbazar-9 bhoteodar ,srijanachowk, lamjung",English,6640035,srijanatmaksaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/srijanatmak-saving-&credit-cooperative-ltd.,Gandaki
Paila Multipurpose Cooperative Ltd.,"kundahar, pokhara",English,61531038,pailamcl13@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/paila-multipurpose-cooperative-ltd.,Gandaki
Sana Kisan Saving & Credit Cooperative Ltd.,maduban-4 bardiya,English,84441010,sfacl064dhodhary@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sana-kisan-saving-&-credit-cooperative-ltd.,Lumbini
Shree Durga Saving & Credit Cooperative Ltd.,"kumaripati,lalitpur",English,15531430,shree.durga037@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shree-durga-saving-&-credit-cooperative-ltd.,Bagmati
Upakar Saving & Credit Cooperative Ltd.,madhepur thimi -6 bahakbajar bhaktapur,English,16633643,upakarsaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/upakar-saving-&-credit-cooperative-ltd.,Bagmati
Upasana Mahila Saving & Credit Cooperative Ltd.,Sitapaila -4 Kathmandu,English,14034640,upasanacoops@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/upasana-mahila-saving-&-credit-cooperative-ltd.,Bagmati
Tewa Multipurpose Cooperative Ltd.,"tewachok,hattiban,lalitpur",English,5250742,tewacooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/tewa-multipurpose-cooperative-ltd.,Bagmati
Anjali Saving & Credit Cooperative Ltd.,"swambhu, kathmandu",English,15247300,info@anjalisc.com.np,https://www.sahakariakhabar.com/cooperative-directory/anjali-saving-&-credit-cooperative-ltd.,Bagmati
Apariharya Multipurpose Cooperative Ltd.,kalimati -13 kathmandu,English,14274657,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/apariharya-multipurpose-cooperative-ltd.,Bagmati
Sunshine Laxmi Multipurpose Cooperartive Ltd.,"nagaarjun-4 sitapaila,kathmandu",English,14033154,sunshine.laxmi07@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sunshine-laxmi-multipurpose-cooperartive-ltd.,Bagmati
Sinarji Multipurpose Cooperative Ltd.,jitpur kapilbastu,English,76550163,synergycoop@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/sinarji-multipurpose-cooperative-ltd.,Bagmati
Nawajagaran Saving & Credit Cooperative Ltd.,manthali municipality -1 ramechhap,English,48540380,nawajagaransaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/nawajagaran-saving-&-credit-cooperative-ltd.,Bagmati
laliguransh  Saving & Credit Cooperative Ltd.,belbari-3 morang,English,21434239,laliguranshsaccos@yahoo.com,https://www.sahakariakhabar.com/cooperative-directory/laliguransh-saving-&-credit-cooperative-ltd.,Koshi
Gramin Saving & Credit Cooperative Ltd.,Sarada municipality -2 salyan,English,88520244,salyangramin@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/gramin-saving-&-credit-cooperative-ltd.,Karnali
Ekikrit Friendship Saving & Credit Cooperative Ltd.,jiri municipality-5 dolakha,English,49400044,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/ekikrit-friendship-saving-credit-cooperative-ltd,Bagmati
Comfort Saving & Credit Cooperative Ltd.,nayabazar-16 kathmandu,English,14951511,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/comfort-saving-&-credit-cooperative-ltd.,Bagmati
Deukhuri Saving & Credit Cooperative Ltd.,"sishaniya ,dang",English,82402015,deukhurisaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/deukhuri-saving-&-credit-cooperative-ltd.,Lumbini
Arthaganesh Saving & Credit Cooperative Ltd.,fullbari chitwan,English,56591040,arethaganeshcooperatyive@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/arthaganesh-saving-&-credit-cooperative-ltd.,Bagmati
Mansarobar Saving & Credit Cooperative Ltd.,kathmandu,English,14598632,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/mansarobar-saving-&-credit-cooperative-ltd.,Bagmati
gokarna Saving & Credit Cooperative Ltd.,boudha kathmandu,English,14494829,info@gokarnasaving.com,https://www.sahakariakhabar.com/cooperative-directory/gokarna-saving-&-credit-cooperative-ltd.,Bagmati
Janata Saving & Credit Cooperative Ltd.,"surya binayak-4 chitrapur,bhaktapur",English,6633895,janata.sccl@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/janata-saving-&-credit-cooperative-ltd.,Bagmati
District Cooperative Union Ltd.,mahalaxmisthan lalitpur,English,5522381,dculalitpur@hotmail.com,https://www.sahakariakhabar.com/cooperative-directory/district-cooperative-union-ltd.,Bagmati
Sankha Binayak  Saving & Credit Cooperative Ltd.,"sankhamul, new baneshwor ,kathmandu",English,14795150,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sankha-binayak-saving-&-credit-cooperative-ltd.,Bagmati
Petku Krisi Cooperative Ltd.,petku sindhupalchwok,English,11582696,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/petku-krisi-cooperative-ltd.,Bagmati
Manashiv Multipurpose Cooperative Ltd.,"surya binayak -8, jagati,bhaktapur",English,16620441,mmc.cooperative226@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/manashiv-multipurpose-cooperative-ltd.,Bagmati
Mega Dream Multipurpose Ltd.,"balagu -16 maxapokhari ,kathmandu",English,14381615,megadream.saccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/mega-dream-multipurpose-ltd.-1,Bagmati
Hamro Saving & Credit Cooperative Ltd.,lagankhel  lalitpur,English,15545229,info@hamrosaccos.coop.np,https://www.sahakariakhabar.com/cooperative-directory/hamro-saving-&-credit-cooperative-ltd.-1,Bagmati
Sworgadwari Saving & Credit Cooperative Ltd.,banepa kavrepalanchowk,English,11528963,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sworgadwari-saving-&-credit-cooperative-ltd.,Bagmati
Chandeshwori Saving & Credit Cooperative Ltd.,banepa-8 kavrepalanchowk,English,11662914,chandibachat@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/chandeshwori-saving-&-credit-cooperative-ltd.,Bagmati
Mini Ganesh Saving & Credit Cooperative Ltd.,"Newroad, Kathmandu Nepal",English,15713082,mgsc66@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/mini-ganesh-saving-&-credit-cooperative-ltd.,Bagmati
Abhiruchi Saving & Credit Cooperative Ltd.,bhairahawa,English,71587535,abhiruchi.cooperative@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/abhiruchi-saving-&-credit-cooperative-ltd.,Lumbini
Pragyan Saving & Credit Cooperative Ltd.,balambu-6 kathmandu,English,14316725,pragyansaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/pragyan-saving-&-credit-cooperative-ltd.,Bagmati
Bijeta Multipurpose Cooperative Ltd.,nayabazar-16 kathmandu,English,14358962,bijetamultipurposecoop@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bijeta-multipurpose-cooperative-ltd,Bagmati
Shubhaprava Saving & Credit Cooperative Ltd.,"Chabil ,chuchepati ,kathmandu",English,14461327,shubhaprava.cop@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shubhaprava-saving-&-credit-cooperative-ltd.,Bagmati
Tribeni Saving & Credit Cooperative Ltd.,sandhikharka  argahakhachi,English,661442266,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/tribeni-saving-&-credit-cooperative-ltd.,Bagmati
Sathi Saving & Credit Cooperative Ltd.,sandhikharka ardhakhachi,English,77420478,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/sathi-saving-&-credit-cooperative-ltd.,Lumbini
Jayalaxmi Saving & Credit Cooperative Ltd.,pokhara kaski,English,61525382,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/jayalaxmi-saving-&-credit-cooperative-ltd.,Gandaki
Niyoj Multipurpose Coopeerative Ltd.,dhalate bhaktapur,English,15092133,multipurposeniroj@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/niyoj-multipurpose-coopeerative-ltd.,Bagmati
Tejaswini Saving & Credit Cooperative Ltd.,"mulpani ,kathmandu",English,14153776,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/tejaswini-saving-&-credit-cooperative-ltd.,Bagmati
Pragati Saving & Credit Cooperative Ltd.,tharmare salyan,English,88412026,prajati0532@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/pragati-saving-&-credit-cooperative-ltd.,Karnali
Sukha Sambriddhi  Saving & Credit  Cooperative Ltd.,boudha kathmandu,English,14913860,sukhasambriddhi@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sukha-sambriddhi-saving-&-credit-cooperative-ltd.,Bagmati
Shankadhar saving & credit cooperative ltd,Thimi  bhaktapur,English,5093507,shankadharsaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shankadhar-saving-&-credit-cooperative-ltd,Bagmati
Kamalnayan Multipurpose Coopeerative Ltd.,Lagenkhel-5  Lalitpur,English,15553468,kamalnayan2074@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/kamalnayan-multipurpose-coopeerative-ltd.,Bagmati
Manakamana Saving & Credit Cooperative Ltd.,patharisanishchare morang,English,21555224,manakamanasaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/manakamana-saving-&-credit-cooperative-ltd.,Koshi
Laxmi Mahila  Saving & Credit Cooperative Ltd,panauti -5 chaukot kavrepalanchowk,English,11662628,laxmisaccos@hotmail.com,https://www.sahakariakhabar.com/cooperative-directory/laxmi-mahila-saving-&-credit-cooperative-ltd,Bagmati
Nilgiri Saving & Credit cooperative Ltd.,Khairahani -8 chitwan,English,56583092,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/nilgiri-saving-&-credit-cooperative-ltd.,Bagmati
Narayadi Saving & Credit cooperative Ltd.,pasupatinagar-hetauda-makwanpur,English,46412074,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/narayadi-saving-&-credit-cooperative-ltd.,Bagmati
scope saving & credity cooperative ltd,saugal lalitpur,English,15546253,scopesaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/scope-saving-&-credity-cooperative-ltd,Bagmati
Basti Bikas Saving & Credit Cooperative Ltd.,basanta chowk jhapa,English,23582659,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/basti-bikas-saving-&-credit-cooperative-ltd.,Koshi
Dhanush Saving & Credit Cooperative Ltd.,new road darbarpark,English,61534509,dhanushsaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/dhanush-saving-&-credit-cooperative-ltd.,Bagmati
Shakti saving & Credit Cooperative Ltd.,banepa -10 kavrepaanchok,English,11662833,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/shakti-saving-&-credit-cooperative-ltd.,Bagmati
Punyabhumi Saving & Credit Cooperative Ltd.,old baneshwor kathmandu,English,14488660,punyabhumisaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/punyabhumi-saving-&-credit-cooperative-ltd.,Bagmati
Real Gorkha Saving & Credit Cooperative  Ltd.,teenkune kathmandu,English,15192070,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/real-gorkha-saving-&-credit-cooperative-ltd.,Bagmati
Sarbeshwori Agriculture Cooperative Ltd.,damak-6 jhapa,English,23581595,sarbeshwori1@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sarbeshwori-agriculture-cooperative-ltd.,Koshi
Bagmati saving & credit cooperative ltd,banepa-7 kavrepalanchowk,English,11665368,bagmatiproscun@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/bagmati-saving-&-credit-cooperative-ltd,Bagmati
Laxmi Saving & Credit Cooperative Ltd.,Barahisthan -4 bhaktapur,English,16613762,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/laxmi-saving-&-credit-cooperative-ltd.,Madhesh
Unnat Saving & Credit cooperative Ltd.,kalaiya -5 bara,English,53551903,info@unnatsahakari.com,https://www.sahakariakhabar.com/cooperative-directory/unnat-saving-&-credit-cooperative-ltd.,Madhesh
Barah  Saving & Credit Cooperative Ltd.,dharan-12 sunsari,English,25531222,barahbachat@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/barah-saving-&-credit-cooperative-ltd.,Koshi
Kalika Saving & credit  Cooperative Ltd.,inaruwa -4 sunsari,English,9800957601,kalikainw@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/kalika-saving-&-credit-cooperative-ltd.,Koshi
Akshetya Saving & Credit  Cooperative Ltd.,boudha -6 tusalchowk,English,14479595,akshatasaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/akshetya-saving-&-credit-cooperative-ltd.,Bagmati
Ideal Yamuna Multipurpose Cooperative Ltd.,sukedhara kathmandu,English,1437862,iycorparate076@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/ideal-yamuna-multipurpose-cooperative-ltd.,Bagmati
NIST Saving & Credit Cooperative Ltd.,lainchour-26 kathmandu,English,14433672,nistsahakari@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/nist-saving-&-credit-cooperative-ltd.,Bagmati
Shwet Bhairav & Credit Cooperative Ltd.,Chikamugal -23 kathmandu,English,14240054,shwetbhairavs@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/shwet-bhairav-&-credit-cooperative-ltd.,Bagmati
Prerak Saving & Credit Cooperative Ltd.,bhaktapur,English,16620918,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/prerak-saving-&-credit-cooperative-ltd.-1,Bagmati
Lalupate Multipurpose Cooperative Ltd.,chabil sworshiti nagar kathmandu,English,14810085,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/lalupate-multipurpose-cooperative-ltd.,Bagmati
Lakshya Saving & Credit Cooperative Ltd.,dudhpati-1 bhaktapur,English,6612275,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/lakshya-saving-&-credit-cooperative-ltd.,Bagmati
Jilla Sahakari Saving & Credit Cooperative Ltd.,"charikot ,dolkha",English,49421200,dcudolakha@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/jilla-sahakari-saving-&-credit-cooperative-ltd.,Bagmati
Jagruk Saving & Credit Cooperative Ltd.,"Biratnagar, Moranj",English,21436236,saccos.jagarukbrt514@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/jagruk-saving-&-credit-cooperative-ltd.,Koshi
Hamro Saving & Credit Cooperative Ltd.,"bandipur, dumre, tanahu",English,65580200,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/hamro-saving-&-credit-cooperative-ltd.,Gandaki
Budol Samudayek Saving & Credit Cooperative Ltd.,banepa -6 budol banepa,English,11660564,info@budol.coop.np,https://www.sahakariakhabar.com/cooperative-directory/budol-samudayek-saving-&-credit-cooperative-ltd.,Bagmati
Ananta Multipurpose  Cooperative Ltd.,"surya binayak , bhaktapur",English,14875952,anantasaving@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/ananta-multipurpose-cooperative-ltd.,Bagmati
Anamol Multipurpose Cooperative Ltd.,"birendrachowk manohara,kathmandu",English,14991149,anamolsaccos@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/anamol-multipurpose-cooperative-ltd.,Bagmati
Nateshwor Saving & Credit Cooperative Ltd.,"satunjal, kathmandu",English,14315660,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/nateshwor-saving-&-credit-cooperative-ltd.,Bagmati
Bharosha Multipurpose Cooperative Ltd.,"old baneshwor ,kathmandu",English,14465386,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/bharosha-multipurpose-cooperative-ltd.,Bagmati
Tirtha Savinng & credit cooperative Ltd.,"chabil,kathmandu",English,14490638,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/tirtha-savinng-&-credit-cooperative-ltd.,Bagmati
Nageshwori Saving & Credit Cooperative Ltd.,"house no.463/8 first floor ,paknajol-16 kathmandu",English,14252453,snowair4u@enet.com.np,https://www.sahakariakhabar.com/cooperative-directory/nageshwori-saving-&-credit-cooperative-ltd.,Bagmati
Nagdaha Saving & Credit Cooperative Ltd.,"Gokarneshwor -7 daxin dokha , kathmandu",English,14911176,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/nagdaha-saving-&-credit-cooperative-ltd.,Bagmati
Sakchyam Sanjal Sasving & Credit Cooperative Ltd.,"Gokarneshwor -8 Jorpati, kathmandu",English,14911418,sahakariakhabar@gmail.com,https://www.sahakariakhabar.com/cooperative-directory/sakchyam-sanjal-sasving-&-credit-cooperative-ltd.,Bagmati
Natural Saving &  Credit Cooperative Ltd.,"Gokarneshwor -6 Jorpati, kathmandu",English,14917109,info@sahakariakhabar.com,https://www.sahakariakhabar.com/cooperative-directory/natural-saving-&-credit-cooperative-ltd.,Bagmati
